timestamp,ip,mac,packet_rate,port_count,unique_ports,scan_score,label
2026-01-22 03:20:08,192.168.10.1,e4:fd:45:45:f8:c1,0.16,1,0,0,0
2026-01-22 03:20:14,192.168.10.20,d0:39:fa:e8:c3:30,0.83,5,0,0,0
2026-01-22 03:20:14,192.168.10.1,e4:fd:45:45:f8:c1,0.17,1,0,0,0
2026-01-22 03:20:20,192.168.10.20,d0:39:fa:e8:c3:30,2.15,13,0,0,0
2026-01-22 03:20:21,192.168.10.1,e4:fd:45:45:f8:c1,0.17,1,0,0,0
2026-01-22 03:20:27,192.168.10.20,d0:39:fa:e8:c3:30,2.98,18,1,30,0
2026-01-22 03:20:33,192.168.10.20,d0:39:fa:e8:c3:30,1.32,8,1,30,0
2026-01-22 03:20:33,192.168.10.1,e4:fd:45:45:f8:c1,0.33,2,0,0,0
2026-01-22 03:20:39,192.168.10.20,d0:39:fa:e8:c3:30,1.66,10,0,0,0
2026-01-22 03:20:39,192.168.10.1,e4:fd:45:45:f8:c1,0.33,2,0,0,0
2026-01-22 03:20:45,192.168.10.20,d0:39:fa:e8:c3:30,1.16,7,0,0,0
2026-01-22 03:20:45,192.168.10.1,e4:fd:45:45:f8:c1,0.17,1,0,0,0
2026-01-22 03:20:51,192.168.10.20,d0:39:fa:e8:c3:30,0.33,2,0,0,0
2026-01-22 03:20:51,192.168.10.1,e4:fd:45:45:f8:c1,0.33,2,0,0,0
2026-01-22 03:20:57,192.168.10.20,d0:39:fa:e8:c3:30,1.16,7,0,0,0
2026-01-22 03:20:57,192.168.10.1,e4:fd:45:45:f8:c1,0.5,3,0,0,0
2026-01-22 03:21:03,192.168.10.20,d0:39:fa:e8:c3:30,1.32,8,0,0,0
2026-01-22 03:21:03,192.168.10.1,e4:fd:45:45:f8:c1,0.5,3,0,0,0
2026-01-22 03:21:09,192.168.10.20,d0:39:fa:e8:c3:30,1.32,8,0,0,0
2026-01-22 03:21:09,192.168.10.1,e4:fd:45:45:f8:c1,0.33,2,0,0,0
2026-01-22 03:21:15,192.168.10.20,d0:39:fa:e8:c3:30,4.8,29,0,30,0
2026-01-22 03:21:15,192.168.10.1,e4:fd:45:45:f8:c1,0.33,2,0,0,0
2026-01-22 03:21:21,192.168.10.20,d0:39:fa:e8:c3:30,0.83,5,0,0,0
2026-01-22 00:43:21,192.168.10.20,d0:39:fa:e8:c3:30,0.94,5,0,0,0
2026-01-22 00:43:21,192.168.10.1,e4:fd:45:45:f8:c1,0.56,3,0,0,0
2026-01-22 00:43:27,192.168.10.20,d0:39:fa:e8:c3:30,1.16,7,0,0,0
2026-01-22 00:43:28,192.168.10.1,e4:fd:45:45:f8:c1,0.5,3,0,0,0
2026-01-22 00:43:34,192.168.10.20,d0:39:fa:e8:c3:30,0.66,4,1,30,0
2026-01-22 00:43:34,192.168.10.1,e4:fd:45:45:f8:c1,0.5,3,1,30,0
2026-01-22 00:43:40,192.168.10.20,d0:39:fa:e8:c3:30,0.5,3,0,0,0
2026-01-22 00:43:40,192.168.10.1,e4:fd:45:45:f8:c1,0.33,2,0,0,0
2026-01-22 00:43:52,192.168.10.20,d0:39:fa:e8:c3:30,0.17,1,0,0,0
2026-01-22 00:43:52,192.168.10.1,e4:fd:45:45:f8:c1,0.17,1,0,0,0
2026-01-22 00:43:58,192.168.10.1,e4:fd:45:45:f8:c1,0.99,6,1,30,0
2026-01-22 00:43:58,192.168.10.20,d0:39:fa:e8:c3:30,1.32,8,1,30,0
2026-01-22 00:44:04,192.168.10.20,d0:39:fa:e8:c3:30,1.65,10,0,0,0
2026-01-22 00:44:04,192.168.10.1,e4:fd:45:45:f8:c1,0.33,2,0,0,0
2026-01-22 00:44:10,192.168.10.1,e4:fd:45:45:f8:c1,0.5,3,1,30,0
2026-01-22 00:44:10,192.168.10.20,d0:39:fa:e8:c3:30,1.66,10,2,0,0
2026-01-22 00:46:47,0.0.0.0,d0:39:fa:e8:c3:30,0.33,2,0,0,0
2026-01-22 00:46:48,192.168.10.1,e4:fd:45:45:f8:c1,2.64,16,2,30,0
2026-01-22 00:46:48,192.168.10.20,d0:39:fa:e8:c3:30,5.62,34,4,30,0
2026-01-22 00:46:54,192.168.10.20,d0:39:fa:e8:c3:30,4.3,26,0,30,0
2026-01-22 00:46:54,192.168.10.1,e4:fd:45:45:f8:c1,0.17,1,0,0,0
2026-01-22 00:47:00,192.168.10.20,d0:39:fa:e8:c3:30,2.65,16,0,30,0
2026-01-22 00:47:00,192.168.10.1,e4:fd:45:45:f8:c1,0.5,3,0,0,0
2026-01-22 00:47:06,192.168.10.20,d0:39:fa:e8:c3:30,0.83,5,0,0,0
2026-01-22 00:47:06,192.168.10.1,e4:fd:45:45:f8:c1,0.17,1,0,0,0
2026-01-22 00:47:12,192.168.10.20,d0:39:fa:e8:c3:30,1.16,7,0,0,0
2026-01-22 00:47:12,192.168.10.1,e4:fd:45:45:f8:c1,0.33,2,0,0,0
2026-01-22 00:47:18,192.168.10.20,d0:39:fa:e8:c3:30,2.15,13,0,0,0
2026-01-22 00:47:18,192.168.10.1,e4:fd:45:45:f8:c1,0.33,2,0,0,0
2026-01-22 00:47:24,192.168.10.20,d0:39:fa:e8:c3:30,1.49,9,0,0,0
2026-01-22 00:47:30,192.168.10.20,d0:39:fa:e8:c3:30,0.99,6,0,0,0
2026-01-22 00:47:30,192.168.10.1,e4:fd:45:45:f8:c1,0.5,3,0,0,0
2026-01-22 00:47:36,192.168.10.20,d0:39:fa:e8:c3:30,1.32,8,0,0,0
2026-01-22 00:47:36,192.168.10.1,e4:fd:45:45:f8:c1,0.33,2,0,0,0
2026-01-22 22:06:04,192.168.10.20,d0:39:fa:e8:c3:30,1.77,9,1,0,0
2026-01-22 22:06:04,192.168.10.1,e4:fd:45:45:f8:c1,0.2,1,0,0,0
2026-01-22 22:06:10,192.168.10.20,d0:39:fa:e8:c3:30,1.31,8,2,0,0
2026-01-22 22:06:16,192.168.10.20,d0:39:fa:e8:c3:30,3.12,19,2,0,0
2026-01-22 22:06:16,192.168.10.1,e4:fd:45:45:f8:c1,0.16,1,0,0,0
2026-01-22 22:06:22,192.168.10.20,d0:39:fa:e8:c3:30,7.39,45,3,0,0
2026-01-22 22:06:22,192.168.10.1,e4:fd:45:45:f8:c1,0.33,2,1,0,0
2026-01-22 22:06:28,192.168.10.20,d0:39:fa:e8:c3:30,4.9,30,1,0,0
2026-01-22 22:06:34,192.168.10.20,d0:39:fa:e8:c3:30,4.26,26,3,0,0
2026-01-22 22:06:34,192.168.10.1,e4:fd:45:45:f8:c1,0.49,3,1,0,0
2026-01-22 22:06:40,192.168.10.20,d0:39:fa:e8:c3:30,2.63,16,2,0,0
2026-01-22 22:06:47,192.168.10.20,d0:39:fa:e8:c3:30,3.92,24,0,0,0
2026-01-22 22:06:53,192.168.10.20,d0:39:fa:e8:c3:30,5.23,32,2,0,0
2026-01-22 22:06:59,192.168.10.20,d0:39:fa:e8:c3:30,5.42,33,2,0,0
2026-01-22 22:07:05,192.168.10.20,d0:39:fa:e8:c3:30,2.29,14,2,0,0
2026-01-22 22:07:05,192.168.10.1,e4:fd:45:45:f8:c1,0.33,2,1,0,0
2026-01-22 22:07:11,192.168.10.20,d0:39:fa:e8:c3:30,1.8,11,2,0,0
2026-01-22 22:07:17,192.168.10.20,d0:39:fa:e8:c3:30,2.95,18,1,0,0
2026-01-22 22:07:23,192.168.10.20,d0:39:fa:e8:c3:30,1.8,11,1,0,0
2026-01-22 22:07:23,192.168.10.1,e4:fd:45:45:f8:c1,0.16,1,0,0,0
2026-01-22 22:08:02,192.168.10.20,d0:39:fa:e8:c3:30,7.07,36,1,0,0
2026-01-22 22:08:08,192.168.10.20,d0:39:fa:e8:c3:30,2.79,17,1,0,0
2026-01-22 22:08:14,192.168.10.20,d0:39:fa:e8:c3:30,6.71,41,1,0,0
2026-01-22 22:08:20,192.168.10.20,d0:39:fa:e8:c3:30,3.78,23,2,0,0
2026-01-22 22:08:26,192.168.10.20,d0:39:fa:e8:c3:30,1.8,11,2,0,0
2026-01-22 22:08:26,192.168.10.1,e4:fd:45:45:f8:c1,0.16,1,1,0,0
2026-01-22 22:08:32,192.168.10.20,d0:39:fa:e8:c3:30,6.58,40,2,30,0
2026-01-22 22:08:32,192.168.10.1,e4:fd:45:45:f8:c1,1.98,12,1,0,0
2026-01-22 22:08:39,192.168.10.20,d0:39:fa:e8:c3:30,5.74,35,0,30,0
2026-01-22 22:08:45,192.168.10.20,d0:39:fa:e8:c3:30,6.38,39,3,30,0
2026-01-22 22:08:45,192.168.10.1,e4:fd:45:45:f8:c1,0.16,1,1,30,0
2026-01-22 22:08:51,192.168.10.20,d0:39:fa:e8:c3:30,3.94,24,3,30,0
2026-01-22 22:08:57,192.168.10.20,d0:39:fa:e8:c3:30,2.79,17,3,30,0
2026-01-22 22:09:03,192.168.10.20,d0:39:fa:e8:c3:30,2.3,14,1,0,0
2026-01-22 22:09:03,192.168.10.1,e4:fd:45:45:f8:c1,0.33,2,1,0,0
2026-01-22 22:09:09,192.168.10.20,d0:39:fa:e8:c3:30,6.57,40,1,30,0
2026-01-22 22:09:15,192.168.10.20,d0:39:fa:e8:c3:30,13.8,84,2,30,0
2026-01-22 22:09:21,192.168.10.20,d0:39:fa:e8:c3:30,12.27,75,3,30,0
2026-01-22 22:09:21,192.168.10.1,e4:fd:45:45:f8:c1,2.94,18,1,0,0
2026-01-22 22:09:27,192.168.10.20,d0:39:fa:e8:c3:30,1.97,12,1,0,0
2026-01-22 22:09:34,192.168.10.20,d0:39:fa:e8:c3:30,1.31,8,0,0,0
2026-01-22 22:09:34,192.168.10.1,e4:fd:45:45:f8:c1,0.33,2,0,0,0
2026-01-22 22:09:40,192.168.10.20,d0:39:fa:e8:c3:30,1.97,12,0,0,0
2026-01-22 22:09:40,192.168.10.1,e4:fd:45:45:f8:c1,0.16,1,0,0,0
2026-01-22 22:09:46,192.168.10.20,d0:39:fa:e8:c3:30,5.9,36,4,30,0
2026-01-22 22:09:46,192.168.10.1,e4:fd:45:45:f8:c1,0.33,2,1,0,0
2026-01-22 22:09:52,192.168.10.20,d0:39:fa:e8:c3:30,7.7,47,2,30,0
2026-01-22 22:09:52,192.168.10.1,e4:fd:45:45:f8:c1,3.11,19,1,0,0
2026-01-22 22:09:58,192.168.10.20,d0:39:fa:e8:c3:30,1.98,12,0,0,0
2026-01-22 22:09:58,192.168.10.1,e4:fd:45:45:f8:c1,0.16,1,0,0,0
2026-01-22 22:10:04,192.168.10.20,d0:39:fa:e8:c3:30,2.63,16,1,0,0
2026-01-22 22:10:04,192.168.10.1,e4:fd:45:45:f8:c1,0.82,5,1,0,0
2026-01-22 22:10:10,192.168.10.20,d0:39:fa:e8:c3:30,2.13,13,1,0,0
2026-01-22 22:10:10,192.168.10.1,e4:fd:45:45:f8:c1,0.66,4,1,0,0
2026-01-22 22:10:16,192.168.10.20,d0:39:fa:e8:c3:30,3.44,21,1,0,0
2026-01-22 22:10:16,192.168.10.1,e4:fd:45:45:f8:c1,0.16,1,0,0,0
2026-01-22 22:10:23,192.168.10.20,d0:39:fa:e8:c3:30,3.78,23,1,0,0
2026-01-22 22:10:29,192.168.10.20,d0:39:fa:e8:c3:30,6.57,40,0,30,0
2026-01-22 22:10:35,192.168.10.1,e4:fd:45:45:f8:c1,0.16,1,1,0,0
2026-01-22 22:10:35,192.168.10.20,d0:39:fa:e8:c3:30,1.15,7,0,0,0
2026-01-22 22:10:41,192.168.10.20,d0:39:fa:e8:c3:30,0.98,6,0,0,0
2026-01-22 22:10:41,192.168.10.1,e4:fd:45:45:f8:c1,0.16,1,0,0,0
2026-01-22 22:10:47,192.168.10.20,d0:39:fa:e8:c3:30,0.33,2,0,0,0
2026-01-22 22:11:24,192.168.10.20,d0:39:fa:e8:c3:30,10.81,66,3,30,0
2026-01-22 22:11:24,192.168.10.1,e4:fd:45:45:f8:c1,0.65,4,2,30,0
2026-01-22 22:11:30,192.168.10.20,d0:39:fa:e8:c3:30,7.22,44,0,30,0
2026-01-22 22:11:36,192.168.10.20,d0:39:fa:e8:c3:30,2.3,14,1,0,0
2026-01-22 22:11:36,192.168.10.1,e4:fd:45:45:f8:c1,0.16,1,1,0,0
2026-01-22 22:11:42,192.168.10.20,d0:39:fa:e8:c3:30,2.8,17,3,30,0
2026-01-22 22:11:42,192.168.10.1,e4:fd:45:45:f8:c1,0.49,3,1,0,0
2026-01-22 22:11:48,192.168.10.20,d0:39:fa:e8:c3:30,3.11,19,1,0,0
2026-01-22 22:11:54,192.168.10.20,d0:39:fa:e8:c3:30,1.64,10,0,0,0
2026-01-22 22:11:54,192.168.10.1,e4:fd:45:45:f8:c1,0.33,2,0,0,0
2026-01-22 22:12:00,192.168.10.20,d0:39:fa:e8:c3:30,0.66,4,0,0,0
2026-01-22 22:12:00,192.168.10.1,e4:fd:45:45:f8:c1,0.16,1,0,0,0
2026-01-22 22:12:06,192.168.10.20,d0:39:fa:e8:c3:30,0.99,6,1,0,0
2026-01-22 22:12:06,192.168.10.1,e4:fd:45:45:f8:c1,0.33,2,1,0,0
2026-01-22 22:12:13,192.168.10.20,d0:39:fa:e8:c3:30,1.15,7,0,0,0
2026-01-22 22:12:13,192.168.10.1,e4:fd:45:45:f8:c1,0.16,1,0,0,0
2026-01-22 22:12:19,192.168.10.20,d0:39:fa:e8:c3:30,5.75,35,3,30,0
2026-01-22 22:12:19,192.168.10.1,e4:fd:45:45:f8:c1,2.14,13,1,0,0
2026-01-22 22:12:25,192.168.10.20,d0:39:fa:e8:c3:30,2.64,16,1,0,0
2026-01-22 22:12:31,192.168.10.20,d0:39:fa:e8:c3:30,2.14,13,1,0,0
2026-01-22 22:12:37,192.168.10.20,d0:39:fa:e8:c3:30,1.31,8,0,0,0
2026-01-22 22:12:37,192.168.10.1,e4:fd:45:45:f8:c1,0.16,1,0,0,0
2026-01-22 22:12:43,192.168.10.20,d0:39:fa:e8:c3:30,1.14,7,1,0,0
2026-01-22 22:12:43,192.168.10.1,e4:fd:45:45:f8:c1,0.33,2,1,0,0
2026-01-22 22:12:49,192.168.10.20,d0:39:fa:e8:c3:30,1.64,10,1,0,0
2026-01-22 22:12:49,192.168.10.1,e4:fd:45:45:f8:c1,0.16,1,0,0,0
2026-01-22 22:12:56,192.168.10.20,d0:39:fa:e8:c3:30,3.77,23,2,0,0
2026-01-22 22:13:02,192.168.10.1,e4:fd:45:45:f8:c1,0.16,1,1,0,0
2026-01-22 22:13:02,192.168.10.20,d0:39:fa:e8:c3:30,2.63,16,3,30,0
2026-01-22 22:13:08,192.168.10.20,d0:39:fa:e8:c3:30,1.32,8,1,0,0
2026-01-22 22:13:08,192.168.10.1,e4:fd:45:45:f8:c1,0.33,2,1,0,0
2026-01-22 22:13:14,192.168.10.20,d0:39:fa:e8:c3:30,1.15,7,1,0,0
2026-01-22 22:13:14,192.168.10.1,e4:fd:45:45:f8:c1,0.66,4,1,0,0
2026-01-22 22:13:20,192.168.10.20,d0:39:fa:e8:c3:30,2.13,13,3,30,0
2026-01-22 22:13:20,192.168.10.1,e4:fd:45:45:f8:c1,0.33,2,0,0,0
2026-01-22 22:13:26,192.168.10.20,d0:39:fa:e8:c3:30,1.64,10,1,0,0
2026-01-22 22:13:26,192.168.10.1,e4:fd:45:45:f8:c1,0.16,1,0,0,0
2026-01-22 22:13:32,192.168.10.20,d0:39:fa:e8:c3:30,2.3,14,0,0,0
2026-01-22 22:13:32,192.168.10.1,e4:fd:45:45:f8:c1,0.16,1,0,0,0
2026-01-22 22:13:38,192.168.10.20,d0:39:fa:e8:c3:30,2.3,14,1,0,0
2026-01-22 22:13:45,192.168.10.20,d0:39:fa:e8:c3:30,1.65,10,0,0,0
2026-01-22 22:13:51,192.168.10.20,d0:39:fa:e8:c3:30,1.15,7,3,30,0
2026-01-22 22:13:51,192.168.10.1,e4:fd:45:45:f8:c1,0.49,3,1,0,0
2026-01-22 22:13:57,192.168.10.20,d0:39:fa:e8:c3:30,1.31,8,1,0,0
2026-01-22 22:15:52,192.168.10.1,e4:fd:45:45:f8:c1,0.49,3,1,0,0
2026-01-22 22:15:58,192.168.10.1,e4:fd:45:45:f8:c1,0.33,2,1,0,0
